,ts_file,fd_file,meanFD,medianFD,maxFD,perc_scrubbed
25,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries25/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power25/fd_power_2012.txt,0.047079396653846146,0.041304637500000005,0.31299925,2
26,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries26/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power26/fd_power_2012.txt,0.14257890545000002,0.1435451665,0.35037388,47
27,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries27/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power27/fd_power_2012.txt,0.058063418196923074,0.055318000000000006,0.22691015000000006,1
28,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries28/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power28/fd_power_2012.txt,0.11944522691307692,0.11726192499999999,0.3196909,24
29,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries29/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power29/fd_power_2012.txt,0.07997405871923077,0.07614809,0.26149942499999995,4
30,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries30/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power30/fd_power_2012.txt,0.10955631223076923,0.09740394500000002,0.526720315,17
31,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries31/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power31/fd_power_2012.txt,0.10822245893461539,0.10408650000000008,0.4932515,10
32,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries32/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power32/fd_power_2012.txt,0.1368983569076923,0.09595864999999998,1.71108494,16
33,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries33/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power33/fd_power_2012.txt,0.20146905973692306,0.08052766249999999,7.6489528,19
34,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries34/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power34/fd_power_2012.txt,0.16838050434999996,0.1304191,1.23987578,39
35,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries35/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power35/fd_power_2012.txt,0.05421031756692308,0.05174439499999999,0.15009770499999997,1
36,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries36/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power36/fd_power_2012.txt,0.0902773358576923,0.074427625,0.8169113,12
37,/out/RPN/extract_timeseries_nativespace/extract_timeseries/mapflow/_extract_timeseries37/reg_timeseries.tsv,/out/RPN/func_preproc_dspk_afni/motion_correction_fsl/calculate_FD_Power/mapflow/_calculate_FD_Power37/fd_power_2012.txt,0.058654048165384616,0.04889672250000002,0.21491485,4
